Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:01:56,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.294100,0.000000,0.000800,0.000850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067800,0.067800,0.107900,0.107900,0.070100,0.000000,0.121500,0.000000,0.000035,0.000035,0.046600,0.046600,0.078800,0.078800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:57,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.298900,0.000000,0.000750,0.000797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060000,0.060000,0.100900,0.100900,0.053900,0.000000,0.093400,0.000000,0.000033,0.000033,0.060800,0.060800,0.066650,0.066650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:58,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.303700,0.000000,0.000700,0.000744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052200,0.052200,0.093900,0.093900,0.037700,0.000000,0.065300,0.000000,0.000030,0.000030,0.075000,0.075000,0.054500,0.054500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:59,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.295300,0.000000,0.000650,0.000691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056350,0.056350,0.127700,0.127700,0.033133,0.000000,0.057383,0.000000,0.000028,0.000028,0.091000,0.091000,0.075875,0.075875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:00,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286900,0.000000,0.000600,0.000638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060500,0.060500,0.161500,0.161500,0.028567,0.000000,0.049467,0.000000,0.000026,0.000026,0.107000,0.107000,0.097250,0.097250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:01,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.241500,0.000000,0.000550,0.000584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052700,0.052700,0.177950,0.177950,0.024000,0.000000,0.041550,0.000000,0.000024,0.000024,0.120600,0.120600,0.118625,0.118625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:02,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196100,0.000000,0.000500,0.000531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044900,0.044900,0.194400,0.194400,0.019433,0.000000,0.033633,0.000000,0.000022,0.000022,0.134200,0.134200,0.140000,0.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:03,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.189300,0.000000,0.000450,0.000478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044575,0.044575,0.188400,0.188400,0.014867,0.000000,0.025717,0.000000,0.000020,0.000020,0.127900,0.127900,0.130250,0.130250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:04,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.182500,0.000000,0.000400,0.000425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044250,0.044250,0.182400,0.182400,0.010300,0.000000,0.017800,0.000000,0.000017,0.000017,0.121600,0.121600,0.120500,0.120500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:05,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.170800,0.000000,0.000350,0.000372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043925,0.043925,0.157150,0.157150,0.009288,0.000000,0.016050,0.000000,0.000015,0.000015,0.097300,0.097300,0.096325,0.096325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:06,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159100,0.000000,0.000300,0.000319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043600,0.043600,0.131900,0.131900,0.008275,0.000000,0.014300,0.000000,0.000013,0.000013,0.073000,0.073000,0.072150,0.072150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:07,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.145050,0.000000,0.000250,0.000266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040725,0.040725,0.102900,0.102900,0.007263,0.000000,0.012550,0.000000,0.000011,0.000011,0.049700,0.049700,0.047975,0.047975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:08,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131000,0.000000,0.000200,0.000213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037850,0.037850,0.073900,0.073900,0.006250,0.000000,0.010800,0.000000,0.000009,0.000009,0.026400,0.026400,0.023800,0.023800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:09,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.123250,0.000000,0.000150,0.000159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034975,0.034975,0.065950,0.065950,0.005238,0.000000,0.009050,0.000000,0.000007,0.000007,0.022675,0.022675,0.019275,0.019275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:10,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.115500,0.000000,0.000100,0.000106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032100,0.032100,0.058000,0.058000,0.004225,0.000000,0.007300,0.000000,0.000004,0.000004,0.018950,0.018950,0.014750,0.014750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:11,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118350,0.000000,0.000050,0.000053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034800,0.034800,0.058100,0.058100,0.003213,0.000000,0.005550,0.000000,0.000002,0.000002,0.015225,0.015225,0.010225,0.010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:02:12,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037500,0.037500,0.058200,0.058200,0.002200,0.000000,0.003800,0.000000,0.000000,0.000000,0.011500,0.011500,0.005700,0.005700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
